winery;country;region_1
nelles;germany;
le jardin deolie;france;vin de france
señorio de garci grande;spain;rueda
azari;us;sonoma coast
toreta;croatia;
blindfold;us;california
pfneisl united vineyards;austria;
la patache;france;médoc
de angelis;italy;offida pecorino
domodimonti;italy;offida pecorino
le corti dei farfensi;italy;rosso piceno superiore
malacari;italy;rosso conero
cantina offida;italy;marche
rowland;us;yountville
eden road;australia;hilltops
jacques tissot;france;arbois
benoît mulin;france;crémant de jura
fabrizio dionisio;italy;cortona
fattoria bagnolo;italy;colli della toscana centrale
hugo casanova;chile;
renzo marinai;italy;chianti classico
tenuta ghiaccio forte;italy;morellino di scansano
vondeling;south africa;
highland oaks;us;santa ynez valley
salicutti;italy;rosso di montalcino
luigi voghera;italy;barbaresco
marziano abbona;italy;barolo
popcorn;us;california
domaine du clos dalari;france;côtes de provence
domaine saint aix;france;coteaux daix en provence
chatom;us;calaveras county
ad lib;australia;pemberton
atipax;argentina;mendoza
cuatro pasos;spain;bierzo
château merlet;france;bordeaux blanc
château du perier;france;médoc
château de fleurie;france;fleurie
bluenose;us;russian river valley
château réal dor;france;côtes de provence
cellier saint sidoine;france;côtes de provence
la bollina;italy;gavi
saint m;germany;
maso poli;italy;trentino
domaine jean fournier;france;marsannay
celler cooperatiu de gandesa;spain;terra alta
château greysac;france;médoc
blue hawk;us;central coast
kastania;us;sonoma county
mapema;argentina;mendoza
château alta gaïa;france;bordeaux blanc
château haut pingat;france;bordeaux
reverdito;italy;barolo
château meyre;france;haut médoc
etablissements thunevin;france;bordeaux
baronet;spain;rioja
bodegas perica;spain;rioja
château dasvin bel air;france;haut médoc
fidora;italy;amarone della valpolicella
quadratus;bulgaria;
schlumberger;france;alsace
casetta fratelli;italy;roero
livia fontana;italy;barolo
gianfranco alessandria;italy;barolo
valdinera;italy;roero
château saint ahon;france;haut médoc
lavion;us;ballard canyon
ward johnson winery;us;red mountain
le jaja de jau;france;vin de pays doc
caves da cerca;portugal;
colinas de são lourenço;portugal;
ballast stone estate wines;australia;currency creek mclaren vale
mário braga;portugal;
château sénéjac;france;haut médoc
château le gay;france;pomerol
château sansonnet;france;saint émilion
cheryl lavrar;us;russian river valley
diren;turkey;
glaser;us;southern oregon
tollot beaut et fils;france;chorey lès beaune
yves giroux;france;pouilly loché
blackett;portugal;
ivo varbanov;bulgaria;
gilles blanchet;france;pouilly fumé
puydeval;france;vin de pays doc
badger mountain;us;columbia valley wa
domaine du grand bouqueteau;france;chinon
ambrogio e giovanni folonari;italy;bolgheri
coda;us;santa barbara county
sator;italy;toscana
il cascinone;italy;barbera dasti superiore
1752 signature wines;france;côtes de provence
domaine de lengarran;france;pays doc
wöhrle;germany;
cascina cà rossa;italy;roero
ebony;us;willamette valley
genereaj;italy;roero
broc cellars;us;solano county green valley
artisan wines di franz scheider;austria;
cantina le grotte;italy;puglia
château de corneilla;france;côtes du roussillon
canaletto;italy;venezie
caspen;france;vin de pays des côtes catalanes
moraitis;greece;
bottega;italy;brunello di montalcino
château le reysse;france;médoc
château mas neuf;france;costières de nîmes
domaine des entrefaux;france;crozes hermitage
château magneau;france;graves
clos magdelaine;france;margaux
umberto fracassi;italy;barolo
valfaccenda;italy;roero
franco conterno;italy;barolo
gabriele scaglione;italy;barbaresco
prahova valley;romania;
finca montepedroso;spain;rueda
torre rosazza;italy;colli orientali del friuli
abbaye de saint ferme;france;bordeaux supérieur
duvernay;france;crozes hermitage
eight sides;us;central coast
zeni;italy;valpolicella superiore ripasso
schiavenza;italy;barolo
pietro caciorgna;italy;etna
cellier des dauphins;france;côtes du rhône
château gantonnet;france;bordeaux blanc
château marjosse;france;bordeaux blanc
serrera;argentina;mendoza
big smooth;us;california
zorzon;italy;collio
moniker;us;mendocino county
tacora;chile;
evesham wood;us;willamette valley
idylwood;us;willamette valley
de saint gall;france;champagne
marc bredif;france;vouvray
odem mountain;israel;
château du barrailh;france;graves
veuve du vernay;france;vin mousseux
celler bartolomé;spain;priorat
jinks creek;australia;gippsland
larbossar;spain;priorat
dibon;spain;cava
gilles morat;france;pouilly fuissé
il corno;italy;chianti colli fiorentini
green  red;us;napa valley
quinta de santa eufemia;portugal;
réva;italy;barolo
holdvölgy;hungary;
chardenet;us;sonoma coast
mario marengo;italy;barolo
cooralook;australia;strathbogie ranges
noble terroir;france;côtes de provence
nabuko;spain;yecla
bogatell;spain;terra alta
ïl macchione;italy;vino nobile di montepulciano
losi;italy;chianti classico
logodaj;bulgaria;
bratanov;bulgaria;
château du courlat;france;lussac saint émilion
château haut vigneau;france;pessac léognan
bella sera;italy;delle venezie
anselmi;italy;veneto
furlan;italy;friuli venezia giulia
mottura;italy;salento
gosford;australia;south eastern australia
domaine du moulié;france;madiran
château des gavelles;france;coteaux daix en provence
ranch 32;us;monterey
outlier;us;anderson valley
el sombrero;mexico;
demencia de autor;spain;bierzo
hermanuspietersfontein;south africa;
château la brande;france;castillon côtes de bordeaux
de ponte cellars;us;dundee hills
1789 wines;us;chehalem mountains
snow mountain;south africa;
domaine des hospices civils de lyon;france;beaujolais villages
la voix;us;ballard canyon
château la marzelle;france;saint émilion
pure cru;us;napa valley
edwards;australia;margaret river
budini;argentina;mendoza
finca el retiro;argentina;mendoza
château des tours;france;brouilly
pianirossi;italy;montecucco
poggio al tufo;italy;toscana
monte smith;us;russian river valley
mountain view;us;russian river valley
peteglia;italy;montecucco
château duplessis;france;moulis en médoc
valle austral;argentina;mendoza
dauntless;us;chehalem mountains
ernest rapeneau;france;champagne
domaine sérol;france;côte roannaise
montauto;italy;toscana
cobblestone;us;atlas peak
le ragose;italy;amarone della valpolicella classico
vieux château chauvin;france;saint émilion
wm harrison;us;rutherford
castelnau;france;champagne
gran cardiel;spain;rueda
robert craig;us;napa valley
cellar hand;canada;okanagan valley
malgrà;italy;barolo
hunky dory;new zealand;
schloss reinhartshausen;germany;
ackerman family vineyards;us;coombsville
balia di zola;italy;romagna
bissoni;italy;romagna
artes del sur;argentina;mendoza
cavipor;portugal;
inacayal;argentina;mendoza
château lamy;france;corbières
nominé renard;france;champagne
a margaine;france;champagne
porca de murça;portugal;
zinsane;us;lodi
prior art;spain;priorat
bosio;italy;barolo
vignobles fontan;france;côtes de gascogne
villaviva;france;côtes de thau
badger hound;us;sonoma county
pinuaga;spain;vino de la tierra de castilla
grand nicolet;france;côtes du rhône
chateau saint louis;france;fronton
domaine de magnaut;france;côtes de gascogne
domaine du rey;france;côtes de gascogne
château fondarzac;france;bordeaux supérieur
rock lobster;us;lodi
tantalus vineyards;canada;okanagan valley
four cairn;us;napa valley
talosa;italy;rosso di montepulciano
domaine de viranel;france;pays doc
eximius;spain;cava
km;us;willamette valley
overland;us;sonoma county
chateau chantal;us;old mission peninsula
coruce;us;antelope valley of the california high desert
domaine du vieux vauvert;france;vouvray
dürer weg;italy;alto adige
domaine escaravatiers;france;côtes de provence
la belle collection;france;côtes de provence
santanjelus;italy;soave
domaine de maubet;france;côtes de gascogne
folonari;italy;soave
pindal;argentina;mendoza
ambrose;us;california
las capas;spain;calatayud
domaine de la pomme de pin;france;coteaux daix en provence
binomio;italy;cerasuolo dabruzzo
vinstrata;us;willamette valley
listel;france;sable de camargue
château lagrave aubert;france;castillon côtes de bordeaux
château lauretan;france;bordeaux blanc
château gamage;france;bordeaux supérieur
château de sadran;france;cadillac côtes de bordeaux
château fourchou;france;bordeaux supérieur
il cavalierino;italy;vino nobile di montepulciano
fattoria montecchio;italy;chianti classico
philippe girard;france;sancerre
block 88;us;napa valley
breca;spain;calatayud
domaine alban roblin;france;sancerre
domaine des elephants;france;touraine
domaines tatin;france;quincy
viña sastre;spain;ribera del duero
la torre;italy;brunello di montalcino
domaine régis champier;france;côte de brouilly
podere sapaio;italy;bolgheri
valdelamillo;spain;rioja
château lécuyer;france;pomerol
vignobles rené renon;france;margaux
suha punta;croatia;
verema;spain;rioja
domaine serres mazard;france;corbières
fat monk;us;central coast
paul bouchard  cie;france;vin de france
roger luquet;france;pouilly fuissé
jp chenet;france;vin de france
château les vieux moulins;france;blaye côtes de bordeaux
main divide;new zealand;
soho;new zealand;
domaine de la cote;us;sta rita hills
northwest cellars;us;columbia valley wa
viamonte;argentina;maipú
finca las caraballas;spain;vino de la tierra de castilla y león
merus;us;coombsville
michel dutour;france;pouilly fuissé
the yellow cellar;south africa;
fontys pool;australia;pemberton
blümel;germany;
château mazetier;france;bordeaux
cru lagaillarde;france;bordeaux supérieur
panache cellars;us;willamette valley
twentyfour by charles woodson;us;calistoga
charles melton;australia;south australia
eaglewood;us;rutherford
annabella;us;carneros
château gandoy perrinat;france;bordeaux blanc
château les templiers;france;muscadet sèvre et maine
agness;us;finger lakes
château les verriers;france;bordeaux
château montaiguillon;france;montagne saint émilion
château naudeau;france;entre deux mers
château de la cour dargent;france;bordeaux supérieur
domaine de valmengaux;france;bordeaux
taplin cellars;us;st helena
josef bauer;austria;
ancestrale;us;san luis obispo county
lowden hills;us;columbia valley wa
rocca del principe;italy;fiano di avellino
salvatore molettieri;italy;fiano di avellino
shinn estate;us;north fork of long island
clifford bay;new zealand;
tenute salvaterra;italy;amarone della valpolicella classico
vizorro;spain;vino de la tierra de castilla y león
château de valcombe;france;costières de nîmes
pizzorno;uruguay;
storks tower;spain;vino de la tierra de castilla y león
southern edge;argentina;patagonia
jm da fonseca and van zeller;portugal;
tres patas;spain;mentrida
peñagudo;spain;rioja
bieler family;us;washington
maschio dei cavalieri;italy;valdobbiadene prosecco superiore
oxer basteguieta;spain;rioja
los clop;argentina;mendoza
lost oak;us;texas high plains
moscato bella;us;california
la bioca;italy;barbaresco
christies;portugal;
bodegas piedemonte;spain;navarra
wilde farm wines;us;anderson valley
terrazas del moncayo;spain;campo de borja
philippe borlais;france;côtes du rhône
la sansonina;italy;lugana
château corbin michotte;france;saint émilion
château guillotin;france;puisseguin saint émilion
rabbit ranch;new zealand;
château dhaurets;france;bordeaux
château floreal laguens;france;bordeaux supérieur
château la grolet;france;côtes de bourg
château roustan;france;costières de nîmes
château tour de bigorre;france;bordeaux
domaine de la métairie dalon;france;pays doc
domaine de cambis;france;saint chinian
cherri dacquaviva;italy;rosso piceno
las vides;argentina;famatina valley
groom;australia;barossa valley
dissident;chile;
bitácora;spain;rueda
pierre péters;france;champagne
sigillo cellars;us;red mountain
one million cuttings;australia;central victoria
oregon territory;us;oregon
elena fucci;italy;aglianico del vulture
bracamonte;spain;ribera del duero
domaine jas desclans;france;côtes de provence
episode;us;napa valley
kabaj;slovenia;
colli di lapio;italy;fiano di avellino
marojallia;france;margaux
château clarke;france;listrac médoc
château cluzan;france;bordeaux supérieur
gran altura;argentina;mendoza
pantago;argentina;mendoza
la vida;spain;campo de borja
mouton cadet;france;bordeaux blanc
mandois;france;champagne
domaine des sabines;france;lalande de pomerol
glen manor;us;virginia
katsaros;greece;
sonkin cellars;us;yorkville highlands
whispering tree;us;columbia valley wa
manzanita creek;us;alexander valley
castel pietraio;italy;chianti superiore
cencioni patrizia;italy;brunello di montalcino
domaine de la potardière;france;muscadet sèvre et maine
fallon place;us;sonoma valley
bodegas agapito rico;spain;jumilla
freixa rigau;spain;cava
tierra aranda;spain;ribera del duero
castelvecchi;italy;chianti classico
le torri di campiglioni;italy;chianti colli fiorentini
viñedos real rubio;spain;rioja
collato;italy;valdobbiadene prosecco superiore
cava blanca;spain;cava
oakville east;us;oakville
