winery,country,region_1
Alexander-Smith,US,Santa Lucia Highlands
Mission Hardware,US,Sonoma Valley
Posto Bello,Italy,Alto Adige
Sunbox Eleven,US,Mendocino
Bivio,Italy,Delle Venezie
Goose Watch,US,Finger Lakes
Domaine Montaude,France,Minervois
Trim,US,California
Shenanigans,US,Lodi
16X20,US,Sonoma Coast
Napa Wine Co.,US,Napa Valley
Ruby Red,US,North Coast
False Bay,South Africa,NA
Butterfly Kiss,US,California
Domaine Guy & Yvan Dufouleur,France,Fixin
Punt Road,Australia,Yarra Valley
Georges Lacombe,France,Champagne
Château de Basty,France,Beaujolais-Villages
Domaine de Colette,France,Beaujolais-Villages
Giovello,Italy,Italy
Pozo Valley,US,San Luis Obispo County
Solaire by Robert Mondavi,US,Central Coast
Peter Lauer,Germany,NA
Blason de Bourgogne,France,Mâcon-Villages
Essay,South Africa,NA
Amatore,Italy,Veronese
Long Neck,South Africa,NA
Château Castenet,France,Bordeaux Supérieur
Estrin,US,Columbia Valley (WA)
Palmaz,US,Napa Valley
Beelgara,Australia,South Eastern Australia
Dunnewood,US,Mendocino County
Carina Cellars,US,Adelaida District
Four Aces,Argentina,Mendoza
La Villa,Italy,Veneto
Viña Machalí,Chile,NA
Chatzivariti,Greece,NA
Azari,US,Sonoma Coast
Conte Brandolini,Italy,Friuli Grave
Torre Raone,Italy,Colline Pescaresi
Agostino Pavia & Figli,Italy,Barbera d'Asti Superiore
La Spinosa Alta,Italy,Barbera del Monferrato Superiore
Poderi Alasia,Italy,Dolcetto d'Asti
Alfonso Boeri,Italy,Barbera d'Asti Superiore
Cantina Sociale di Mombercelli Terre Astesane,Italy,Barbera d'Asti Superiore
Cascina Corte di Barosi Alessandro,Italy,Dolcetto di Dogliani
Cascina Garitina,Italy,Barbera d'Asti Superiore Nizza
Cantina Sociale Cooperativa di Copertino,Italy,Copertino
Château Boyd-Cantenac,France,Margaux
Château Moulin du Cadet,France,Saint-Émilion
Château Chantelys,France,Médoc
Domaine Barcelo,France,Ile de Beauté
Hyatt Vineyards,US,Rattlesnake Hills
Apegadas Quinta Velha,Portugal,NA
Château Haut-Bacalan,France,Pessac-Léognan
Château Luchey-Halde,France,Pessac-Léognan
Viejo Isaias,Argentina,Mendoza
Pascal Berthier,France,Saint-Amour
Christophe Pacalet,France,Beaujolais-Villages
Domaine Rochette,France,Beaujolais-Villages
Ramian,US,Mount Veeder
Rua,US,Napa Valley
Glencorrie,US,Walla Walla Valley (WA)
Parrish Family,US,Paso Robles
Serveaux Fils,France,Champagne
Montebelli,Italy,Toscana
Tenuta Coppadoro,Italy,Puglia
Eli Madyson,US,South Coast
Ascevi Luwa,Italy,Collio
Blustone,US,Leelanau Peninsula
Torelló,Spain,Penedès
Titora,Israel,NA
Sine Qua Non,US,California
Grosset,Australia,Adelaide Hills
Dimitra,Greece,NA
Domaine de Villargeau,France,Coteaux du Giennois
Paolo Marcarino,Italy,Barbera di Piemonte
Tango Sur,Argentina,Mendoza
Noster Inicial,Spain,Priorat
Monemvasia,Greece,NA
Bodegas Reyes,Spain,Ribera del Duero
Quinta do Cruzeiro,Portugal,NA
Otium,US,Virginia
Neu Direction,Argentina,Mendoza
Osoti,Spain,Rioja
Fingerprints,Argentina,Mendoza
Sharabella Wines,US,California
Eagle Glen,US,Napa Valley
Fletcher,Italy,Barolo
Château Aiguilhe Querre,France,Castillon Côtes de Bordeaux
Guyot Choppin,France,Champagne
Sockeye,US,Columbia Valley (WA)
Rothbury Estate,Australia,South Eastern Australia
Talomas,US,California
Klein Constantia,South Africa,NA
Chumeia,US,Central Coast
Chalice Bridge,Australia,Western Australia
Robert's Rock,South Africa,NA
Sinnya,South Africa,NA
Haute Cabrière,South Africa,NA
Pazo San Mauro,Spain,Rías Baixas
D. Pedro de SoutoMaior,Spain,Rías Baixas
Geoff Merrill,Australia,McLaren Vale
Normans,Australia,McLaren Vale
Quinta do Fojo,Portugal,NA
Lamoretti,Italy,Emilia-Romagna
Domaine de Cébène,France,Faugères
Beccarello,Italy,Lison-Pramaggiore
La Travaglina,Italy,Oltrepò Pavese
Yuntero,Spain,La Mancha
Marqués de Castilla,Spain,La Mancha
Arrayán,Spain,Mentrida
R.O.Q. Corp,Spain,Montsant
Oasi degli Angeli,Italy,Marche
Bosco dei Cirmioli,Italy,Delle Venezie
Casa Viva,Chile,NA
Château Baston-Brillette,France,Moulis-en-Médoc
Domaine du Penlois,France,Beaujolais Rosé
Domaine la Croix des Marchands,France,Gaillac
Domaine de Roche Guillon,France,Beaujolais-Villages
Scarzello,Italy,Barolo
Mas Blanch I Jové,Spain,Costers del Segre
Laurona,Spain,Montsant
Villa del Lago,US,Napa Valley
Melanson,US,Napa Valley
Governor's Bay,New Zealand,NA
Hundred Suns,US,Willamette Valley
Domaine la Croix des Vainqueurs,France,Vouvray
Domaine Ansen,France,Crémant d'Alsace
Trillón,Spain,Rueda
Domaine Léon Boesch,France,Alsace
Budeguer,Argentina,Mendoza
Château Torpez,France,Côtes de Provence
Domaine Sainte Croix La Manuelle,France,Côtes de Provence
Château l'Oasis,France,Côtes de Provence
10Span,US,Central Coast
Château de Vauclaire,France,Coteaux d'Aix-en-Provence
Cantine Olivella,Italy,Lacryma Christi del Vesuvio
Sanctum,Slovenia,NA
Fesstivity,US,Sta. Rita Hills
Matias Wines,US,Santa Lucia Highlands
Ringbolt,Australia,Margaret River
Le Clos de Beau-Père,France,Pomerol
Regina Viarum,Spain,Ribeira Sacra
Once and It's Gone,US,Dry Creek Valley
Savor,New Zealand,NA
Château de Bordeneuve,France,Bordeaux
Cave de Gan,France,Béarn
Castillo de Perelada,Spain,Cava
Domaine de la Pigeade,France,Ventoux
Domaine des Anges,France,Côtes-du-Ventoux
Chatelain Desjacques,France,Val de Loire
Lion Ranch,US,Santa Clara Valley
Vignerons de Mancey,France,Mâcon-Villages
Sarotto Roberto,Italy,Barolo
Tranzind,US,Lodi
William James,US,Santa Ynez Valley
Domaine Pierre Martin,France,Sancerre
Querceto di Castellina,Italy,Chianti Classico
Château Gravas,France,Sauternes
Château Haut Gravet,France,Saint-Émilion
Château l'Avocat,France,Graves
Château Prieuré Borde-Rouge,France,Corbières
Poggio Borgoni,Italy,Chianti Classico
Philippe Raguenot,France,Blaye Côtes de Bordeaux
Château de Camarsac,France,Bordeaux Supérieur
Château Lanessan,France,Haut-Médoc
Piedra Creek,US,San Luis Obispo
Mithra,US,Mount Veeder
Petit Bistro,France,Vin de Pays d'Oc
Tupun,Argentina,Mendoza
Casaleiro,Portugal,NA
Principi di Porcìa,Italy,Friuli Grave
Dog House,US,California
Paul Achs,Austria,NA
Vineyard of Pasterick,US,Dry Creek Valley
Fondazione Edmund Mach,Italy,Trentino
Gulfi,Italy,Sicilia
Quinta da Plansel,Portugal,NA
Finca La Anita,Argentina,Mendoza
Weinstock Cellars,US,Napa County
Candoni,Italy,Prosecco
Pagani,Italy,Soave Classico
Acinum,Italy,Prosecco
Alberto Nani,Italy,Prosecco
Amicus by X Winery,US,Spring Mountain District
Hagen Heights,US,Napa Valley
Clover Hill,Australia,Tasmania
Pierre Moncuit,France,Champagne
Cedar Knoll,US,Napa Valley
The Colonial Estate,Australia,Barossa Valley
Poissinet,France,Champagne
The Leader,US,Columbia Valley (WA)
Château Vieux Ligat,France,Côtes de Bourg
Stromberg Vineyards,US,Dry Creek Valley
Stanger,US,Paso Robles
Franci,Italy,Brunello di Montalcino
Marguerite-Ryan,US,Santa Lucia Highlands
Failla Jordan,US,Russian River Valley
Produttori Colterenzio,Italy,Alto Adige
Aldo Conterno,Italy,Barolo
Pio Wines,Italy,Chianti
Castillo de Almansa,Spain,Almansa
Wild Ridge,US,Sonoma Coast
Metate Hill Vineyards,US,Calaveras County
Nevis Bluff,New Zealand,NA
Stave & Hoop,US,Santa Barbara County
Famille Quiot,France,Muscat de Beaumes de Venise
Pandemonium,US,California
Prominence,US,Rutherford
Fort Ross Vineyard,US,Fort Ross-Seaview
La Chertosa,US,Sonoma Valley
Land of Hope,South Africa,NA
Meroi,Italy,Colli Orientali del Friuli
Puelles,Spain,Rioja
Domaine de Dionysos,France,Côtes du Rhône Villages
Frenchman's Gulch,US,Washington
Château Haut-Sarpe,France,Saint-Émilion
Domaine Clos Salomon,France,Givry
Domaine de Baronarques,France,Limoux
Magna Mater,US,Happy Canyon of Santa Barbara
Webster Cellars,US,Dry Creek Valley
Weingut Frey,Germany,NA
Old Cannery Row,US,Monterey County
Château Acker-Perreau,France,Bordeaux
Château Ampélia,France,Castillon Côtes de Bordeaux
Château Langrange Monbadon,France,Castillon Côtes de Bordeaux
Manuel Manzaneque,Spain,Finca Élez
Conselve,Italy,Prosecco
Dante,US,California
Friedrich Fendel,Germany,NA
Canalicchio,Italy,Brunello di Montalcino
Cantina Nalles Magre,Italy,Alto Adige
Mendelson,US,Napa Valley
Château Comte Devaugelas,France,Minervois
Château Chasse-Spleen,France,Moulis
Brookdale Vineyards,US,Napa Valley
Hollywood & Vine,US,Napa Valley
Bodegas Barriosa,Spain,Rioja
TreViti,US,Central Coast
Don Giovanni,Italy,Delle Venezie
Sancho Barón,Spain,Rioja
Dehesa de Luna,Spain,Vino de la Tierra de Castilla
Hop Kiln,US,Russian River Valley
Rhapsody,US,Napa County
Rosedale Wines,Australia,Barossa
Simaine Cellars,US,Mendocino
Cartograph,US,Russian River Valley
Domaine Sainte-Eugénie,France,Corbières
Orpheus,US,Mendocino
Peter Andrew,South Africa,NA
Leto,US,St. Helena
Serra dei Fiori,Italy,Langhe
Bar Dog,US,California
Belliard Vins Selections,France,Pomerol
Springhouse Cellar,US,Columbia Gorge (OR)
St. Kilda,Australia,South Eastern Australia
Equifera,Canada,Niagara Peninsula
Eleva,Italy,Amarone della Valpolicella Classico
Vincent Prunier,France,Pommard
Pazo Baión,Spain,Rías Baixas
René Sparr,France,Alsace
Ulacia,Spain,Getariako Txakolina
Adrian Fog,US,Sonoma Coast
El Arte de Vivir,Spain,Ribera del Duero
Odyssea,Argentina,Mendoza
Convento Cappuccini,Italy,Barbera d'Asti
Red XS,US,California
Red 7,US,North Coast
Gaintza,Spain,Getariako Txakolina
Château la Grande Maye,France,Castillon Côtes de Bordeaux
Creation,South Africa,NA
Poggio San Polo,Italy,Brunello di Montalcino
Slaughterhouse Cellars,US,Rutherford
Eugen Müller,Germany,NA
Montesel Renzo,Italy,Prosecco di Conegliano e Valdobbiadene
S. P. Drummer,US,Napa Valley
Perbacco Cellars,US,Arroyo Grande Valley
Bodegas Vegalfaro,Spain,Utiel-Requena
Château Bourseau,France,Lalande de Pomerol
Vini Iovine,Italy,Pompeiano
La Tosa,Italy,Colli Piacentini
Louis de Camponac,France,Vin de France
Luca Bosio,Italy,Barbaresco
Château Robin des Moines,France,Saint-Émilion
Château Toudenac,France,Bordeaux Supérieur
Domaine du Père Caboche,France,Vin de Pays de Vaucluse
Sylla Sebaste,Italy,Barolo
WindRacer,US,Anderson Valley
Kempe,US,Santa Barbara County
PerryMoore,US,St. Helena
Sciandri Family,US,Napa Valley
Highway 253,US,Mendocino
Hullabaloo,US,Lodi
Arrogant Frog,France,Pays d'Oc
Lafken,Chile,NA
Barrymore,US,Monterey
Cellers Grifoll Declara,Spain,Priorat
Granite Springs,US,El Dorado
Russell Creek,US,Columbia Valley (WA)
Warrabilla,Australia,Rutherglen
Koves-Newlan,US,Napa Valley
Honora,US,NA
Marques de la Musa,Spain,Cariñena
Marshall Family Wines,US,Carneros
Buccia Nera,Italy,Chianti
Château Grand Maréchaud,France,Blaye Côtes de Bordeaux
Fattoria Nittardi,Italy,Maremma
Musetta,US,Dry Creek Valley
Merum,Spain,Vinos de Madrid
Nickname,US,California
Vincent Vatan,France,Pouilly-Fumé
Sutil,Chile,NA
Latta,US,Columbia Valley (WA)
Skeffington,Portugal,NA
Domaine des Vieilles Caves,France,Saint-Amour
VGS,US,Napa Valley
Hungry Blonde,US,Napa Valley
Cantine Menhir,Italy,Salento
Glorie Farm Winery,US,Hudson River Region
Terraesteban,Spain,Ribera del Duero
Château Gromel Bel Air,France,Bordeaux Supérieur
Cynthus,US,Napa Valley
de Restia,Spain,Ribera del Duero
Château Haut Dina,France,Castillon Côtes de Bordeaux
Finca El Monegrillo,Spain,Manchuela
Il Cocco,Italy,Brunello di Montalcino
Revancha,Argentina,Mendoza
Caspari-Kappel,Germany,NA
Old World,US,Russian River Valley
Mas des Etoiles,France,Cahors
Cuma,Argentina,Cafayate
Moscato Rubino,US,California
Manciat-Poncet,France,Saint-Véran
Le Paradou,France,Vin de France
Isenhower,US,Columbia Valley (WA)
Château Lacaussade-Saint-Martin,France,Blaye Côtes de Bordeaux
RMH,US,Russian River Valley
Simone Scaletta,Italy,Barolo
Shalauri Cellars,Georgia,NA
Sostener,US,Santa Lucia Highlands
Villa Creek,US,Ballard Canyon
Coste Ghirlanda,Italy,Terre Siciliane
Baron Gassier,France,Côtes de Provence
El Toqui,Chile,NA
Nelles,Germany,NA
Le Jardin d'Eolie,France,Vin de France
Señorio de Garci Grande,Spain,Rueda
Toreta,Croatia,NA
Blindfold,US,California
Pfneisl United Vineyards,Austria,NA
Picazo,US,San Francisco Bay-Livermore Valley
La Patache,France,Médoc
De Angelis,Italy,Offida Pecorino
Le Corti dei Farfensi,Italy,Rosso Piceno Superiore
Malacari,Italy,Rosso Conero
Cantina Offida,Italy,Marche
Rowland,US,Yountville
Eden Road,Australia,Hilltops
Hilliard Bruce,US,Sta. Rita Hills
Jacques Tissot,France,Arbois
Benoît Mulin,France,Crémant de Jura
Fattoria Bagnolo,Italy,Colli della Toscana Centrale
Hugo Casanova,Chile,NA
Tractor Shed Red,US,Napa Valley
Bella Donna,Italy,Delle Venezie
Bloomfield,US,San Francisco Bay
Renzo Marinai,Italy,Chianti Classico
Tenuta Ghiaccio Forte,Italy,Morellino di Scansano
Vondeling,South Africa,NA
Highland Oaks,US,Santa Ynez Valley
Caroline Bay,New Zealand,NA
Salicutti,Italy,Rosso di Montalcino
Mount Riley,New Zealand,NA
Luigi Voghera,Italy,Barbaresco
Popcorn,US,California
Domaine du Clos d'Alari,France,Côtes de Provence
Domaine Saint-Aix,France,Coteaux d'Aix-en-Provence
Ad Lib,Australia,Pemberton
Atipax,Argentina,Mendoza
Cuatro Pasos,Spain,Bierzo
Château Merlet,France,Bordeaux Blanc
Moreno BHLV,US,California
Brushstroke,US,Monterey County
Château du Perier,France,Médoc
Château de Fleurie,France,Fleurie
Château Réal d'Or,France,Côtes de Provence
Cellier Saint-Sidoine,France,Côtes de Provence
La Bollina,Italy,Gavi
Saint M,Germany,NA
Triumph Cellars,US,Napa Valley
Domaine Jean Fournier,France,Marsannay
Celler Cooperatiu de Gandesa,Spain,Terra Alta
Château Greysac,France,Médoc
Blue Hawk,US,Central Coast
Mapema,Argentina,Mendoza
Château Alta Gaïa,France,Bordeaux Blanc
Château Haut Pingat,France,Bordeaux
Reverdito,Italy,Barolo
Château Meyre,France,Haut-Médoc
Etablissements Thunevin,France,Bordeaux
Baronet,Spain,Rioja
Bodegas Perica,Spain,Rioja
Château Dasvin-Bel-Air,France,Haut-Médoc
Fidora,Italy,Amarone della Valpolicella
Quadratus,Bulgaria,NA
Schlumberger,France,Alsace
Casetta Fratelli,Italy,Roero
Livia Fontana,Italy,Barolo
Château Saint Ahon,France,Haut-Médoc
L'Avion,US,Ballard Canyon
Ward Johnson Winery,US,Red Mountain
Le Jaja de Jau,France,Vin de Pays d'Oc
Alberice,Italy,Colli Orientali del Friuli
Caves da Cerca,Portugal,NA
Colinas de São Lourenço,Portugal,NA
Mário Braga,Portugal,NA
Château Sénéjac,France,Haut-Médoc
Château le Gay,France,Pomerol
Château Sansonnet,France,Saint-Émilion
Cheryl LaVrar,US,Russian River Valley
Diren,Turkey,NA
Glaser,US,Southern Oregon
Tollot Beaut et Fils,France,Chorey-lès-Beaune
Yves Giroux,France,Pouilly-Loché
Blackett,Portugal,NA
Ivo Varbanov,Bulgaria,NA
Gilles Blanchet,France,Pouilly-Fumé
Puydeval,France,Vin de Pays d'Oc
Badger Mountain,US,Columbia Valley (WA)
Domaine du Grand Bouqueteau,France,Chinon
Raymond Burr,US,Sonoma County
Anthill,US,Russian River Valley
Ambrogio e Giovanni Folonari,Italy,Bolgheri
Coda,US,Santa Barbara County
Sator,Italy,Toscana
1752 Signature Wines,France,Côtes de Provence
Domaine de l'Engarran,France,Pays d'Oc
Wöhrle,Germany,NA
Ebony,US,Willamette Valley
Genereaj,Italy,Roero
Broc Cellars,US,Solano County Green Valley
Artisan Wines DI Franz Scheider,Austria,NA
Cantina Le Grotte,Italy,Puglia
Château de Corneilla,France,Côtes du Roussillon
Caspen,France,Vin de Pays des Côtes Catalanes
Moraitis,Greece,NA
Fattoria Garbole,Italy,Amarone della Valpolicella
Napoma,US,Russian River Valley
Château le Reysse,France,Médoc
La Famiglia di Robert Mondavi,US,California
Château Mas Neuf,France,Costières de Nîmes
Domaine Gramenon,France,Côtes du Rhône
Domaine des Entrefaux,France,Crozes-Hermitage
Château Magneau,France,Graves
Clos Magdelaine,France,Margaux
Umberto Fracassi,Italy,Barolo
Valfaccenda,Italy,Roero
Gabriele Scaglione,Italy,Barbaresco
Prahova Valley,Romania,NA
Rangeland,US,Paso Robles
Finca Montepedroso,Spain,Rueda
Torre Rosazza,Italy,Colli Orientali del Friuli
Stave 28,US,California
Trabucco,Italy,Falerno del Massico
Abbaye de Saint-Ferme,France,Bordeaux Supérieur
Duvernay,France,Crozes-Hermitage
Eight Sides,US,Central Coast
Rumpus,US,Sonoma Coast
Pietro Caciorgna,Italy,Etna
Cellier des Dauphins,France,Côtes du Rhône
Château Gantonnet,France,Bordeaux Blanc
Château Marjosse,France,Bordeaux Blanc
Serrera,Argentina,Mendoza
Big Smooth,US,California
Zorzon,Italy,Collio
Moniker,US,Mendocino County
Tacora,Chile,NA
Vivo Vino,US,California
Idylwood,US,Willamette Valley
Marc Bredif,France,Vouvray
Odem Mountain,Israel,NA
Château du Barrailh,France,Graves
Veuve du Vernay,France,Vin Mousseux
C. Donatiello,US,Russian River Valley
Celler Bartolomé,Spain,Priorat
Jinks Creek,Australia,Gippsland
L'Arbossar,Spain,Priorat
Le Vigne di Zamò,Italy,Colli Orientali del Friuli
Dibon,Spain,Cava
Gilles Morat,France,Pouilly-Fuissé
Il Corno,Italy,Chianti Colli Fiorentini
Green & Red,US,Napa Valley
Quinta de Santa Eufemia,Portugal,NA
Réva,Italy,Barolo
Holdvölgy,Hungary,NA
Chardenet,US,Sonoma Coast
Pietro Zardini,Italy,Valpolicella Superiore Ripasso
Cooralook,Australia,Strathbogie Ranges
Noble Terroir,France,Côtes de Provence
Nabuko,Spain,Yecla
Bogatell,Spain,Terra Alta
Ïl Macchione,Italy,Vino Nobile di Montepulciano
Losi,Italy,Chianti Classico
Logodaj,Bulgaria,NA
Bratanov,Bulgaria,NA
Château du Courlat,France,Lussac Saint-Émilion
Château Haut-Vigneau,France,Pessac-Léognan
Bella Sera,Italy,Delle Venezie
Domaine Danica,US,Russian River Valley
Anselmi,Italy,Veneto
Furlan,Italy,Friuli Venezia Giulia
Mottura,Italy,Salento
Gosford,Australia,South Eastern Australia
Domaine du Moulié,France,Madiran
Château des Gavelles,France,Coteaux d'Aix-en-Provence
Ranch 32,US,Monterey
Outlier,US,Anderson Valley
El Sombrero,Mexico,NA
Demencia de Autor,Spain,Bierzo
Hermanuspietersfontein,South Africa,NA
Château la Brande,France,Castillon Côtes de Bordeaux
Moonstone,US,Paso Robles
De Ponte Cellars,US,Dundee Hills
Mark Moretti,US,Santa Barbara County
1789 Wines,US,Chehalem Mountains
75 Wine Co.,US,Napa Valley
Snow Mountain,South Africa,NA
Domaine des Hospices Civils de Lyon,France,Beaujolais-Villages
La Voix,US,Ballard Canyon
Château la Marzelle,France,Saint-Émilion
Edwards,Australia,Margaret River
Budini,Argentina,Mendoza
Finca El Retiro,Argentina,Mendoza
Château des Tours,France,Brouilly
Pianirossi,Italy,Montecucco
Poggio al Tufo,Italy,Toscana
Monte Smith,US,Russian River Valley
Mountain View,US,Russian River Valley
Peteglia,Italy,Montecucco
Château Duplessis,France,Moulis-en-Médoc
Valle Austral,Argentina,Mendoza
Dauntless,US,Chehalem Mountains
Ernest Rapeneau,France,Champagne
Domaine Sérol,France,Côte Roannaise
Montauto,Italy,Toscana
I Greppi,Italy,Bolgheri
Vieux Château Chauvin,France,Saint-Émilion
Caernarvon Cellars,US,San Lucas
Wm. Harrison,US,Rutherford
Castelnau,France,Champagne
Gran Cardiel,Spain,Rueda
Cellar Hand,Canada,Okanagan Valley
Malgrà,Italy,Barolo
Hunky Dory,New Zealand,NA
Little Vineyards,US,Sonoma Valley
Schloss Reinhartshausen,Germany,NA
Ackerman Family Vineyards,US,Coombsville
Balia di Zola,Italy,Romagna
Bissoni,Italy,Romagna
Optima,US,Dry Creek Valley
Artes del Sur,Argentina,Mendoza
Cavipor,Portugal,NA
Mirabile,Italy,Sicilia
Inacayal,Argentina,Mendoza
Château Lamy,France,Corbières
Nominé-Renard,France,Champagne
A. Margaine,France,Champagne
Porca de Murça,Portugal,NA
Zinsane,US,Lodi
Prior Art,Spain,Priorat
Château Duhart Milon,France,Pauillac
Château Lafon Rochet,France,Saint-Estèphe
Vignobles Fontan,France,Côtes de Gascogne
VillaViva,France,Côtes de Thau
Badger Hound,US,Sonoma County
Pinuaga,Spain,Vino de la Tierra de Castilla
Grand Nicolet,France,Côtes du Rhône
Chateau Saint Louis,France,Fronton
Domaine de Magnaut,France,Côtes de Gascogne
Domaine du Rey,France,Côtes de Gascogne
Château Fondarzac,France,Bordeaux Supérieur
Ernest,US,Russian River Valley
Rock Lobster,US,Lodi
Tantalus Vineyards,Canada,Okanagan Valley
Talosa,Italy,Rosso di Montepulciano
Domaine de Viranel,France,Pays d'Oc
Eximius,Spain,Cava
Sand Hill,US,Sonoma Valley
Tamás,US,Central Coast
K&M;,US,Willamette Valley
Overland,US,Sonoma County
Coruce,US,Antelope Valley of the California High Desert
Domaine du Vieux Vauvert,France,Vouvray
Dürer-Weg,Italy,Alto Adige
Domaine Escaravatiers,France,Côtes de Provence
La Belle Collection,France,Côtes de Provence
